"ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Female - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Person - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Male - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Female - Total",CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Person - Total,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Male - Total,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Female - Total,"CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Female - Total",CHILDHOOD DISEASES - Children suffering from Diarrhoea (%) - Total,CHILDHOOD DISEASES - Children suffering from Diarrhoea who received HAF/ORS/ORT (%) - Total,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection (%) - Total,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection who sought treatment (%) - Total,CHILDHOOD DISEASES - Children suffering from Fever (%) - Total,CHILDHOOD DISEASES - Children suffering from Fever who sought treatment (%) - Total,MORTALITY - Infant Mortality Rate (IMR) - Total - Person,MORTALITY - Infant Mortality Rate (IMR) - Total - Male,MORTALITY - Infant Mortality Rate (IMR) - Total - Female,MORTALITY - Neo-natal Mortality Rate - Total,MORTALITY - Post Neo-natal Mortality Rate - Total,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Person,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Male,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Female,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Total - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Total - Upper Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Total - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Total - Upper Limit
1178.82,1169.43,1187.99,78.33,89.45,67.47,6736.32,6469.37,6997.0,12215.66,11593.58,12823.12,6883.4,6543.83,7214.99,92.9,93.96,91.96,615.17,798.79,435.86,692.9,536.54,845.58,199.48,300.84,100.5,416.01,447.01,385.74,1192.81,985.09,1395.64,6376.73,6141.55,6606.38,11.25,87.71,17.95,84.54,21.18,90.07,47.0,48.0,47.0,35.0,12.0,62.0,66.0,58.0,37.0,58.0,53.0,71.0
360.0,330.0,393.0,4098.0,4042.0,4159.0,2591.0,2425.0,2771.0,7310.0,7001.0,7646.0,15381.0,12972.0,17994.0,85.2,86.6,84.1,1534.0,1775.0,1271.0,1516.0,1481.0,1554.0,288.0,306.0,268.0,658.0,612.0,708.0,3505.0,2395.0,4709.0,12691.0,10943.0,14588.0,14.5,83.6,30.7,89.3,23.9,90.9,26.0,25.0,27.0,20.0,6.0,37.0,35.0,39.0,22.0,30.0,33.0,41.0
3915.0,3912.0,3918.0,9026.0,9140.0,8901.0,16778.0,16458.0,17129.0,30266.0,29961.0,30599.0,11363.0,9954.0,12906.0,91.3,90.3,92.1,117.0,123.0,110.0,611.0,489.0,744.0,407.0,500.0,305.0,1406.0,1350.0,1468.0,1963.0,1589.0,2373.0,9763.0,8561.0,11077.0,13.9,96.1,28.5,99.5,44.0,91.2,43.0,36.0,51.0,28.0,16.0,79.0,67.0,92.0,38.0,48.0,72.0,85.0
374.25,348.91,399.36,1656.02,1558.56,1752.62,11059.58,9775.27,12332.51,13921.97,12530.95,15300.68,6724.47,6671.15,6777.32,65.11,67.87,62.41,193.23,224.06,162.68,336.59,301.55,371.33,117.51,193.27,42.42,171.02,212.83,129.57,1190.1,936.06,1441.88,4335.77,4404.07,4268.07,11.21,96.92,6.37,94.32,15.12,87.07,48.0,47.0,49.0,31.0,16.0,73.0,75.0,70.0,39.0,57.0,65.0,81.0
472.62,466.95,477.85,3896.83,3565.05,4203.11,1983.42,1944.17,2019.66,7863.42,7273.49,8408.0,12260.35,11304.47,13142.74,86.91,87.97,86.06,1209.9,1485.68,955.32,1850.33,1467.09,2204.12,252.89,299.43,209.93,511.39,508.75,513.83,3550.83,2671.42,4362.62,12243.38,11193.56,13212.49,16.24,83.17,38.31,92.94,32.54,91.24,56.0,51.0,61.0,35.0,21.0,87.0,88.0,86.0,44.0,68.0,77.0,96.0
400.0,417.47,381.56,1956.49,1751.4,2173.01,5888.53,5350.57,6456.5,8555.5,7800.12,9353.01,3754.52,3549.43,3970.98,93.1,92.8,93.5,325.71,369.85,279.09,439.33,404.37,476.23,179.23,201.48,155.73,463.18,445.74,481.6,614.79,390.7,851.37,3479.97,3225.98,3748.13,14.1,96.0,17.5,100.0,16.8,95.2,65.66,65.4,65.93,40.82,24.84,89.0,89.0,89.0,56.77,74.56,81.0,97.0
1297.8,1292.84,1303.26,1660.43,1671.47,1648.26,5217.76,4881.65,5588.33,8405.69,8047.42,8800.69,10156.84,9131.52,11287.29,65.6,68.7,62.8,261.56,321.38,195.59,413.54,278.8,562.1,184.39,229.53,134.61,243.75,217.63,272.55,982.17,893.71,1079.7,5817.91,5358.0,6324.97,3.9,100.0,12.7,99.0,12.3,89.4,84.78,83.82,85.79,60.97,23.81,127.0,119.0,135.0,72.39,97.17,114.0,140.0
1799.0,1598.0,2009.0,9760.0,9194.0,10352.0,3372.0,2415.0,4371.0,15234.0,13504.0,17042.0,24271.0,23354.0,25229.0,85.5,86.4,84.6,1074.0,1290.0,849.0,5166.0,4757.0,5593.0,496.0,571.0,417.0,451.0,451.0,452.0,4162.0,2114.0,6301.0,16474.0,15770.0,17209.0,8.0,87.8,43.6,83.0,29.1,82.1,50.0,50.0,50.0,35.0,15.0,66.0,65.0,66.0,46.0,55.0,60.0,71.0
1232.78,1258.69,1203.92,3532.0,3422.43,3653.98,3776.56,3577.09,3998.61,8598.79,8325.13,8903.44,4755.31,4503.57,5035.54,86.4,90.0,82.9,195.8,213.07,176.57,452.61,295.17,627.89,67.83,63.61,72.52,255.83,249.1,263.33,258.44,229.77,290.36,4341.2,4082.8,4628.87,10.7,82.7,5.7,100.0,87.0,98.9,69.01,67.82,70.26,48.14,20.87,88.0,84.0,93.0,52.68,85.34,76.0,100.0
867.82,871.12,864.6,6326.29,6217.99,6431.6,1470.59,1321.18,1615.88,9106.4,8790.34,9413.74,16406.49,15251.57,17529.56,97.83,97.53,98.08,761.57,878.04,648.31,1007.49,767.37,1240.99,292.33,345.64,240.49,1997.68,1776.49,2212.78,809.84,612.3,1001.93,14665.61,13527.52,15772.32,17.37,94.72,21.73,99.68,25.23,97.19,88.26,89.41,86.94,64.96,23.3,115.0,116.0,114.0,78.87,97.65,106.0,125.0
1129.0,1030.0,1233.0,923.0,998.0,844.0,4988.0,4610.0,5385.0,10491.0,9917.0,11094.0,5807.0,5259.0,6382.0,80.3,82.3,78.5,397.0,477.0,313.0,1216.0,956.0,1490.0,135.0,172.0,97.0,605.0,682.0,524.0,777.0,618.0,944.0,4847.0,4551.0,5158.0,11.0,72.2,19.1,96.3,20.4,95.1,63.0,61.0,65.0,46.0,17.0,78.0,76.0,82.0,50.0,75.0,69.0,88.0
2118.0,2069.0,2168.0,9599.0,9146.0,10065.0,4563.0,4817.0,4301.0,16616.0,16351.0,16889.0,29459.0,27651.0,31326.0,97.7,97.8,97.6,922.0,1277.0,556.0,7346.0,5948.0,8789.0,510.0,654.0,361.0,701.0,793.0,606.0,7202.0,6482.0,7945.0,20663.0,19296.0,22074.0,11.6,88.9,36.4,89.1,26.9,82.9,56.0,55.0,57.0,43.0,13.0,71.0,69.0,73.0,46.0,66.0,63.0,78.0
757.65,955.54,591.85,5044.63,4716.58,5319.52,981.81,806.79,1128.47,6934.0,6618.04,7198.75,17305.32,15105.71,19148.4,99.32,99.39,99.28,581.49,754.99,436.11,884.18,662.95,1069.56,295.02,342.8,254.99,397.55,452.27,351.69,1642.04,1451.2,1801.94,14211.77,12771.08,15418.94,8.63,74.51,21.38,99.63,22.91,96.22,63.41,62.52,64.0,48.59,14.82,91.0,88.0,94.0,56.41,70.4,82.0,100.0
1033.46,1023.39,1044.8,746.85,721.61,775.31,7948.58,7483.7,8472.71,9991.5,9450.13,10601.87,6831.31,5931.94,7845.29,70.0,74.6,66.0,211.26,271.45,143.4,348.07,183.49,533.62,83.64,97.91,67.54,197.0,214.19,177.63,487.33,438.2,542.72,4623.71,4396.61,4879.76,13.7,97.4,16.2,76.7,23.4,96.1,63.16,60.89,65.68,46.08,17.08,79.0,75.0,84.0,47.52,78.8,70.0,88.0
1512.16,1402.8,1616.77,406.15,362.7,447.72,9117.74,8600.45,9612.6,15219.11,14367.11,16034.18,13317.69,12527.71,14073.43,95.73,96.8,94.82,1180.11,1494.98,878.89,2477.8,1796.37,3129.7,245.55,248.4,242.83,198.17,244.89,153.48,4566.76,4157.65,4958.13,10729.9,10355.36,11088.2,20.39,86.59,27.46,90.94,35.46,91.39,67.0,60.0,75.0,46.0,20.0,78.0,66.0,91.0,55.0,78.0,69.0,87.0
43.91,48.86,39.87,2740.51,2394.31,3022.97,3268.18,1848.39,4426.54,6119.22,4365.7,7549.87,9575.36,7171.14,11536.98,72.5,77.58,69.92,228.63,288.13,180.09,508.74,475.16,536.13,66.62,77.51,57.74,808.53,1085.11,582.87,4110.77,2591.45,5350.34,7512.19,5966.4,8773.35,1.35,96.88,2.49,91.53,2.2,96.15,19.22,20.77,17.0,11.22,8.0,26.0,27.0,25.0,16.61,21.84,23.0,30.0
143.37,144.78,141.82,1439.2,1318.31,1571.47,3826.39,3728.45,3933.55,5769.65,5549.51,6010.52,7603.36,6678.34,8615.4,92.4,93.1,91.9,355.83,398.85,308.76,1106.54,729.77,1518.76,286.78,338.63,230.04,539.41,538.19,540.74,706.44,575.68,849.51,6622.66,5808.79,7513.11,22.3,97.3,22.7,97.6,22.1,98.0,56.27,55.82,56.77,38.81,17.46,80.0,76.0,84.0,47.8,64.73,71.0,88.0
846.92,908.82,776.48,4657.78,4448.92,4895.49,2240.74,2047.03,2461.18,8156.99,7797.24,8566.41,10811.64,10223.84,11480.61,98.69,100.0,97.36,221.45,229.51,212.27,442.25,355.16,541.36,397.3,445.37,342.58,731.54,859.24,586.21,769.96,711.33,836.69,9805.11,9290.77,10390.47,10.83,96.82,29.2,99.0,19.18,97.98,80.19,80.04,80.35,53.96,26.24,114.0,107.0,121.0,72.46,87.93,104.0,124.0
710.1,642.01,777.75,10375.44,10297.53,10452.84,6787.41,6639.14,6934.72,18569.74,18247.37,18890.01,15108.38,13174.8,17029.39,92.94,93.37,92.62,496.21,647.21,346.18,1051.79,857.56,1244.75,387.73,441.23,334.58,823.92,935.1,713.47,2312.57,1598.38,3022.12,13333.76,12683.33,13979.97,9.19,91.79,25.04,95.03,19.59,94.8,77.03,76.94,77.14,55.91,21.13,98.0,94.0,102.0,67.87,86.2,91.0,105.0
561.36,581.92,539.34,4021.02,3458.61,4623.16,4587.91,4273.47,4924.56,9705.69,8861.62,10609.39,3913.63,3794.78,4040.87,91.4,90.1,92.7,245.99,255.52,235.78,324.25,292.91,357.8,239.83,294.88,180.88,393.25,389.07,397.73,539.72,515.34,565.81,3586.24,3565.71,3608.21,11.6,90.9,15.8,99.6,12.0,97.2,66.69,69.08,64.03,43.22,23.47,94.0,98.0,90.0,56.47,76.91,85.0,103.0
3134.0,3080.0,3190.0,4584.0,4633.0,4533.0,13187.0,11866.0,14569.0,21514.0,20048.0,23050.0,15061.0,12864.0,17362.0,87.9,88.1,87.8,171.0,185.0,157.0,514.0,433.0,598.0,294.0,351.0,235.0,886.0,862.0,910.0,2270.0,2065.0,2483.0,10715.0,9170.0,12332.0,8.8,96.9,23.9,99.3,41.0,97.1,52.0,50.0,54.0,41.0,12.0,76.0,72.0,80.0,46.0,59.0,70.0,82.0
182.0,159.0,207.0,753.0,731.0,777.0,1266.0,1143.0,1397.0,2351.0,2198.0,2513.0,4862.0,4037.0,5733.0,91.1,93.9,89.1,324.0,329.0,318.0,480.0,354.0,613.0,177.0,172.0,182.0,532.0,621.0,438.0,423.0,214.0,644.0,3135.0,2730.0,3563.0,6.5,83.9,8.0,100.0,9.5,92.4,48.0,43.0,53.0,35.0,12.0,69.0,65.0,73.0,42.0,53.0,63.0,75.0
708.3,679.26,738.86,4945.03,4499.6,5413.9,3459.3,3488.18,3428.9,9817.51,9396.43,10260.75,4324.61,4004.34,4661.73,90.58,88.55,92.41,820.88,942.51,692.84,779.01,667.85,896.03,145.26,192.5,95.52,600.81,684.33,512.9,562.14,387.0,746.49,5296.58,5124.5,5477.72,14.9,99.16,20.8,99.8,19.53,96.45,38.39,37.34,39.53,26.73,11.66,50.0,48.0,52.0,33.45,43.33,45.0,55.0
397.0,369.0,425.0,3225.0,3147.0,3307.0,748.0,872.0,618.0,4766.0,4699.0,4837.0,7003.0,6557.0,7471.0,99.5,99.8,99.3,237.0,301.0,169.0,1362.0,1529.0,1186.0,155.0,190.0,119.0,283.0,264.0,303.0,1498.0,1552.0,1442.0,6964.0,6542.0,7406.0,3.5,86.2,2.0,93.9,16.0,89.6,74.0,78.0,71.0,43.0,31.0,101.0,102.0,100.0,50.0,99.0,84.0,117.0
540.36,491.01,595.02,10211.94,9742.97,10731.33,2601.18,2329.58,2901.98,13796.37,12963.62,14718.63,11499.94,9048.12,14215.35,89.63,90.91,88.73,357.17,370.96,341.9,860.1,560.27,1192.17,256.15,274.16,236.21,1628.33,1797.11,1441.41,3956.28,2459.43,5614.05,11326.91,8898.88,14015.97,7.52,73.48,34.28,98.31,24.35,96.47,70.04,68.68,71.3,50.72,19.33,90.0,84.0,96.0,60.39,79.7,81.0,99.0
388.0,365.0,412.0,3461.0,3795.0,3125.0,5171.0,4998.0,5344.0,13938.0,13910.0,13965.0,21557.0,18630.0,24498.0,90.4,90.6,90.3,572.0,677.0,467.0,1139.0,995.0,1284.0,573.0,611.0,535.0,2380.0,2315.0,2445.0,3247.0,2844.0,3652.0,16747.0,15088.0,18414.0,6.6,60.1,17.1,98.8,45.9,95.1,45.0,44.0,46.0,25.0,20.0,62.0,60.0,65.0,40.0,50.0,57.0,67.0
368.82,395.63,338.62,18095.89,17058.76,19263.98,2019.36,1823.4,2240.06,21108.38,19824.41,22554.5,8600.21,6675.9,10767.53,95.93,96.73,95.37,512.5,505.97,519.85,1209.32,817.31,1650.83,380.62,404.04,354.24,1469.74,1670.91,1243.17,1289.44,1003.93,1611.01,8346.43,6536.48,10384.95,11.86,75.4,48.95,98.9,27.26,96.35,51.3,48.65,54.24,36.77,14.53,71.0,64.0,77.0,42.87,59.74,64.0,77.0
257.58,250.44,265.12,194.18,231.05,155.25,2943.0,2922.63,2964.52,3868.39,3855.73,3881.77,3618.21,3292.23,3962.45,94.9,94.1,95.6,222.07,219.63,224.65,461.74,445.92,478.46,179.31,177.25,181.49,298.21,299.75,296.58,261.02,231.87,291.81,3507.84,3238.74,3792.01,7.1,98.3,11.3,98.9,8.7,98.6,54.1,52.65,55.64,32.71,21.39,66.0,68.0,65.0,43.83,64.36,57.0,75.0
178.0,184.0,172.0,933.0,894.0,975.0,1785.0,1604.0,1979.0,4068.0,3814.0,4343.0,9714.0,8907.0,10584.0,91.9,90.5,93.2,1608.0,1882.0,1314.0,1447.0,1387.0,1510.0,189.0,228.0,147.0,430.0,437.0,423.0,2080.0,1473.0,2736.0,8759.0,8174.0,9391.0,6.8,94.0,7.5,95.3,14.8,95.3,28.0,27.0,29.0,20.0,8.0,38.0,37.0,38.0,24.0,32.0,33.0,42.0
307.0,303.0,312.0,4270.0,4105.0,4434.0,4802.0,4589.0,5012.0,12911.0,12298.0,13517.0,20260.0,16839.0,23646.0,86.9,87.0,86.9,494.0,556.0,433.0,1283.0,1062.0,1501.0,469.0,579.0,360.0,1315.0,1294.0,1336.0,2090.0,1650.0,2524.0,15995.0,13633.0,18333.0,6.4,54.7,21.3,98.3,37.0,93.6,44.0,43.0,46.0,25.0,19.0,59.0,58.0,60.0,40.0,49.0,52.0,65.0
535.0,565.0,506.0,1469.0,1714.0,1230.0,3786.0,3607.0,3961.0,10004.0,9681.0,10318.0,14307.0,12127.0,16436.0,82.2,84.3,80.7,477.0,597.0,361.0,1324.0,1028.0,1613.0,466.0,538.0,396.0,707.0,757.0,658.0,2547.0,2104.0,2978.0,11256.0,10236.0,12252.0,8.9,49.2,19.9,98.0,52.3,97.4,40.0,42.0,39.0,25.0,15.0,51.0,50.0,52.0,34.0,46.0,44.0,57.0
285.89,254.36,318.65,2783.06,2694.01,2875.58,2524.61,2431.49,2621.36,5721.26,5527.14,5922.95,2752.91,2665.51,2843.71,86.81,90.33,83.38,608.44,767.77,442.9,589.49,534.21,646.93,189.88,230.91,147.25,257.5,282.86,231.15,363.93,255.04,477.07,2860.44,2965.82,2750.96,8.15,81.6,8.43,97.94,17.23,95.44,44.98,42.97,47.04,36.03,8.95,55.0,53.0,58.0,39.7,50.25,51.0,60.0
2280.0,2280.0,2280.0,6771.0,6821.0,6719.0,6139.0,5965.0,6317.0,16103.0,15820.0,16392.0,12696.0,11697.0,13717.0,91.2,90.2,92.0,205.0,210.0,200.0,1004.0,876.0,1135.0,219.0,245.0,193.0,951.0,973.0,930.0,1410.0,1244.0,1580.0,8062.0,7058.0,9089.0,9.1,90.5,27.2,99.5,20.1,93.4,48.0,42.0,55.0,30.0,19.0,66.0,59.0,74.0,43.0,54.0,61.0,71.0
3368.0,3521.0,3217.0,4453.0,4342.0,4563.0,9987.0,10280.0,9697.0,18766.0,19012.0,18524.0,23339.0,21443.0,25209.0,92.4,93.0,92.0,1194.0,1367.0,1024.0,5299.0,4335.0,6251.0,299.0,355.0,243.0,651.0,762.0,542.0,2964.0,2448.0,3474.0,22075.0,20355.0,23773.0,12.7,82.6,9.0,92.8,30.8,91.9,53.0,52.0,54.0,35.0,17.0,69.0,68.0,70.0,47.0,58.0,64.0,74.0
202.0,208.0,196.0,4442.0,4343.0,4548.0,1979.0,1838.0,2133.0,8048.0,7668.0,8460.0,8265.0,7013.0,9626.0,92.3,92.7,91.9,1058.0,1383.0,704.0,902.0,760.0,1057.0,442.0,468.0,415.0,1209.0,1169.0,1253.0,2588.0,1800.0,3445.0,10386.0,9406.0,11452.0,4.5,52.6,15.5,98.8,15.0,97.4,31.0,30.0,33.0,18.0,14.0,46.0,44.0,48.0,27.0,35.0,41.0,50.0
452.46,426.32,480.15,2945.2,2728.59,3174.75,1933.3,1855.58,2015.66,5468.53,5118.5,5839.47,12286.93,10594.23,14080.74,97.78,98.06,97.56,2172.76,2239.82,2101.7,3248.55,2822.42,3700.14,229.59,259.56,197.83,704.36,768.53,636.36,1206.39,647.46,1798.7,10967.65,9636.7,12378.1,10.34,80.32,17.93,95.88,18.85,92.92,34.14,34.53,33.69,24.96,9.17,40.0,40.0,40.0,30.67,37.6,37.0,43.0
255.0,246.0,264.0,877.0,1020.0,733.0,2619.0,2495.0,2745.0,5550.0,5453.0,5649.0,9521.0,8106.0,10957.0,87.4,87.6,87.3,535.0,629.0,439.0,778.0,719.0,838.0,275.0,346.0,202.0,713.0,665.0,762.0,2228.0,1703.0,2761.0,8699.0,7737.0,9675.0,6.6,44.4,9.1,97.3,23.1,97.9,41.0,41.0,42.0,25.0,16.0,55.0,52.0,57.0,36.0,47.0,49.0,60.0
403.91,469.36,334.58,1161.83,1159.25,1164.57,5807.37,5557.67,6071.83,7791.9,7564.1,8033.15,8969.39,8540.49,9423.66,94.3,94.7,94.0,352.7,364.6,340.1,872.52,640.19,1118.59,272.17,303.45,239.05,1124.5,1408.54,823.69,1504.01,1236.82,1786.99,8451.6,8183.08,8735.99,11.9,99.1,17.2,99.4,14.9,95.4,60.29,57.02,63.91,39.34,20.94,76.0,72.0,81.0,50.2,70.37,68.0,85.0
790.61,780.21,802.0,1662.47,1643.32,1683.4,11434.05,11125.91,11771.1,14081.04,13730.9,14464.05,5899.8,5007.8,6875.53,80.6,84.5,77.4,460.53,494.22,423.67,704.9,459.34,973.5,112.51,141.14,81.18,398.42,482.02,306.97,462.92,362.25,573.04,4543.94,4472.89,4621.66,7.5,98.4,10.5,93.4,27.0,98.2,58.86,55.99,62.05,43.93,14.93,68.0,66.0,71.0,49.11,68.62,61.0,75.0
421.56,479.51,354.11,14705.83,14574.87,14858.21,2979.98,2934.56,3032.83,18471.03,18387.93,18567.73,10915.98,9549.47,12506.13,87.29,87.39,87.21,316.71,292.77,344.57,560.65,346.18,810.21,392.79,357.29,434.09,1641.24,1880.95,1362.3,2068.48,1516.46,2710.84,10185.77,8850.82,11739.19,10.07,81.84,46.0,97.27,29.14,95.04,80.39,79.84,81.0,57.61,22.78,100.0,94.0,107.0,69.66,91.12,91.0,109.0
1629.95,1674.42,1582.23,338.67,350.5,325.99,1755.64,1652.09,1866.75,4038.71,3973.12,4109.08,6679.53,6578.7,6787.73,94.01,94.78,93.2,148.14,176.2,118.02,329.91,275.55,388.24,241.96,236.78,247.52,596.27,734.03,448.46,643.88,633.08,655.46,5590.16,5462.99,5726.62,11.61,91.21,13.72,97.95,44.02,98.55,66.49,67.82,65.11,44.24,22.26,105.0,93.0,118.0,60.85,72.13,99.0,111.0
671.96,738.15,598.48,14409.66,14307.96,14522.55,6489.12,6169.17,6844.28,21921.92,21532.47,22354.21,13271.06,11617.24,15106.82,86.57,86.12,86.96,448.52,442.92,454.73,744.83,449.02,1073.19,450.66,479.62,418.51,1648.7,1989.51,1270.4,2765.16,2032.27,3578.67,12767.66,11133.2,14581.93,12.17,83.31,43.59,96.9,35.14,94.14,73.36,71.92,74.85,50.48,22.88,91.0,88.0,95.0,60.3,86.41,81.0,101.0
524.24,508.31,542.64,17225.51,16590.69,17958.8,1201.07,1176.96,1228.9,19350.21,18635.69,20175.58,11878.39,9738.38,14350.36,94.99,95.36,94.7,454.23,500.96,400.26,921.49,697.2,1180.57,232.68,240.93,223.14,1173.97,1366.95,951.05,5158.46,3544.1,7023.25,11658.97,9591.67,14046.95,18.37,66.48,50.61,96.02,27.71,92.89,51.4,49.39,53.8,34.67,16.73,69.0,63.0,76.0,44.88,57.93,64.0,74.0
752.0,762.0,741.0,290.0,255.0,327.0,2721.0,2711.0,2731.0,4064.0,3975.0,4158.0,11421.0,10800.0,12080.0,98.2,98.6,97.9,847.0,1018.0,666.0,2449.0,2109.0,2810.0,234.0,326.0,136.0,929.0,1120.0,726.0,1072.0,832.0,1328.0,11282.0,10637.0,11967.0,9.8,84.2,12.9,86.7,19.9,86.5,43.0,51.0,34.0,31.0,11.0,58.0,68.0,48.0,34.0,51.0,51.0,66.0
759.0,754.0,765.0,445.0,428.0,463.0,1269.0,1176.0,1364.0,2806.0,2665.0,2949.0,8636.0,8167.0,9114.0,98.4,98.3,98.5,654.0,773.0,532.0,2528.0,2267.0,2794.0,303.0,380.0,225.0,402.0,428.0,376.0,880.0,764.0,998.0,8513.0,8054.0,8979.0,8.2,91.5,8.3,79.4,11.7,84.0,61.0,60.0,63.0,43.0,18.0,73.0,70.0,75.0,51.0,71.0,67.0,79.0
1445.0,1491.0,1397.0,8548.0,7882.0,9246.0,5556.0,5296.0,5829.0,16237.0,15194.0,17328.0,25929.0,24396.0,27534.0,86.5,86.5,86.6,1330.0,1585.0,1062.0,6555.0,5868.0,7274.0,364.0,389.0,337.0,680.0,697.0,661.0,5175.0,4551.0,5828.0,22610.0,21322.0,23958.0,15.0,86.0,34.0,92.0,29.1,80.9,51.0,51.0,51.0,34.0,17.0,65.0,64.0,66.0,45.0,57.0,59.0,72.0
416.13,376.99,458.04,1759.0,1751.7,1766.81,10703.56,10413.72,11013.87,14094.07,13673.12,14544.76,8199.75,6822.34,9674.46,70.5,73.8,68.1,225.27,278.08,168.73,342.66,326.53,359.93,155.3,163.31,146.73,218.88,242.87,193.19,1063.19,1077.67,1047.68,5420.15,4646.82,6248.1,20.8,91.1,12.2,96.8,17.0,90.5,59.78,52.81,67.28,43.41,16.37,99.0,99.0,98.0,52.52,67.03,91.0,107.0
189.0,206.0,172.0,2174.0,2179.0,2169.0,2687.0,2362.0,2987.0,5324.0,5001.0,5622.0,6031.0,5070.0,6918.0,73.5,74.7,72.6,257.0,347.0,174.0,315.0,316.0,313.0,273.0,346.0,206.0,455.0,457.0,452.0,1103.0,762.0,1417.0,5220.0,4757.0,5648.0,3.0,70.2,24.4,91.2,19.3,91.6,28.0,28.0,28.0,18.0,10.0,37.0,37.0,37.0,23.0,34.0,33.0,41.0
